2017-05-11 10:44:45.231860: step 0, loss = 5.54, accuracy = 0.14 (2.3 examples/sec; 55.141 sec/batch)
2017-05-11 10:58:33.353087: step 2100, loss = 1.79, accuracy = 0.59 (438.3 examples/sec; 0.292 sec/batch)
2017-05-11 10:59:12.024794: step 2200, loss = 1.62, accuracy = 0.69 (335.2 examples/sec; 0.382 sec/batch)
2017-05-11 10:59:50.919879: step 2300, loss = 1.48, accuracy = 0.73 (287.9 examples/sec; 0.445 sec/batch)
2017-05-11 11:00:31.547381: step 2400, loss = 1.54, accuracy = 0.68 (291.0 examples/sec; 0.440 sec/batch)
2017-05-11 11:01:10.234621: step 2500, loss = 1.47, accuracy = 0.72 (377.7 examples/sec; 0.339 sec/batch)
2017-05-11 11:01:49.312774: step 2600, loss = 1.69, accuracy = 0.61 (382.6 examples/sec; 0.335 sec/batch)
2017-05-11 11:02:30.038930: step 2700, loss = 1.58, accuracy = 0.62 (341.3 examples/sec; 0.375 sec/batch)
2017-05-11 11:03:10.256780: step 2800, loss = 1.35, accuracy = 0.70 (283.6 examples/sec; 0.451 sec/batch)
2017-05-11 11:03:48.420750: step 2900, loss = 1.45, accuracy = 0.66 (296.1 examples/sec; 0.432 sec/batch)
2017-05-11 11:04:26.891744: step 3000, loss = 1.23, accuracy = 0.71 (345.8 examples/sec; 0.370 sec/batch)
2017-05-11 11:05:04.699243: step 3100, loss = 1.23, accuracy = 0.72 (380.6 examples/sec; 0.336 sec/batch)
2017-05-11 11:05:44.491559: step 3200, loss = 1.33, accuracy = 0.66 (322.1 examples/sec; 0.397 sec/batch)
2017-05-11 11:06:25.687998: step 3300, loss = 1.37, accuracy = 0.64 (496.6 examples/sec; 0.258 sec/batch)
2017-05-11 11:07:04.485100: step 3400, loss = 1.26, accuracy = 0.66 (320.9 examples/sec; 0.399 sec/batch)
2017-05-11 11:07:43.316530: step 3500, loss = 1.29, accuracy = 0.70 (265.9 examples/sec; 0.481 sec/batch)
2017-05-11 11:08:23.381427: step 3600, loss = 1.22, accuracy = 0.66 (304.4 examples/sec; 0.420 sec/batch)
2017-05-11 11:09:02.200924: step 3700, loss = 1.23, accuracy = 0.69 (557.1 examples/sec; 0.230 sec/batch)
2017-05-11 11:09:42.141038: step 3800, loss = 1.24, accuracy = 0.58 (302.3 examples/sec; 0.423 sec/batch)
2017-05-11 11:10:23.121940: step 3900, loss = 1.04, accuracy = 0.77 (348.9 examples/sec; 0.367 sec/batch)
2017-05-11 11:11:01.323678: step 4000, loss = 1.28, accuracy = 0.62 (295.9 examples/sec; 0.433 sec/batch)
2017-05-11 11:11:38.681282: step 4100, loss = 1.31, accuracy = 0.62 (854.9 examples/sec; 0.150 sec/batch)
2017-05-11 11:12:18.255725: step 4200, loss = 1.08, accuracy = 0.74 (503.5 examples/sec; 0.254 sec/batch)
2017-05-11 11:12:58.002729: step 4300, loss = 1.11, accuracy = 0.66 (313.8 examples/sec; 0.408 sec/batch)
2017-05-11 11:13:38.344092: step 4400, loss = 1.19, accuracy = 0.62 (301.8 examples/sec; 0.424 sec/batch)
2017-05-11 11:14:19.165784: step 4500, loss = 1.13, accuracy = 0.65 (315.1 examples/sec; 0.406 sec/batch)
2017-05-11 11:14:57.956409: step 4600, loss = 1.08, accuracy = 0.68 (440.3 examples/sec; 0.291 sec/batch)
2017-05-11 11:15:37.935950: step 4700, loss = 0.95, accuracy = 0.74 (293.0 examples/sec; 0.437 sec/batch)
2017-05-11 11:16:17.404053: step 4800, loss = 1.01, accuracy = 0.69 (400.0 examples/sec; 0.320 sec/batch)
2017-05-11 11:16:56.815758: step 4900, loss = 1.12, accuracy = 0.66 (487.8 examples/sec; 0.262 sec/batch)
2017-05-11 11:17:36.364788: step 5000, loss = 1.00, accuracy = 0.75 (263.5 examples/sec; 0.486 sec/batch)
2017-05-11 11:18:14.637285: step 5100, loss = 1.07, accuracy = 0.73 (353.4 examples/sec; 0.362 sec/batch)
2017-05-11 11:18:53.548176: step 5200, loss = 0.88, accuracy = 0.77 (403.4 examples/sec; 0.317 sec/batch)
2017-05-11 11:19:33.606743: step 5300, loss = 1.13, accuracy = 0.70 (288.4 examples/sec; 0.444 sec/batch)
2017-05-11 11:20:13.496850: step 5400, loss = 1.10, accuracy = 0.67 (375.3 examples/sec; 0.341 sec/batch)
2017-05-11 11:20:53.518641: step 5500, loss = 1.01, accuracy = 0.64 (344.8 examples/sec; 0.371 sec/batch)
2017-05-11 11:21:33.746384: step 5600, loss = 0.80, accuracy = 0.78 (279.0 examples/sec; 0.459 sec/batch)
2017-05-11 11:22:12.790202: step 5700, loss = 0.98, accuracy = 0.70 (310.6 examples/sec; 0.412 sec/batch)
2017-05-11 11:22:51.562696: step 5800, loss = 0.92, accuracy = 0.73 (524.9 examples/sec; 0.244 sec/batch)
2017-05-11 11:23:31.735185: step 5900, loss = 0.77, accuracy = 0.84 (403.8 examples/sec; 0.317 sec/batch)
2017-05-11 11:24:11.284125: step 6000, loss = 0.89, accuracy = 0.77 (328.3 examples/sec; 0.390 sec/batch)
2017-05-11 11:24:51.062247: step 6100, loss = 0.88, accuracy = 0.75 (362.5 examples/sec; 0.353 sec/batch)
2017-05-11 11:25:30.644359: step 6200, loss = 0.96, accuracy = 0.73 (299.0 examples/sec; 0.428 sec/batch)
2017-05-11 11:26:09.443436: step 6300, loss = 0.92, accuracy = 0.77 (310.1 examples/sec; 0.413 sec/batch)
2017-05-11 11:26:48.792123: step 6400, loss = 0.95, accuracy = 0.73 (361.6 examples/sec; 0.354 sec/batch)
2017-05-11 11:27:27.733111: step 6500, loss = 1.00, accuracy = 0.68 (278.6 examples/sec; 0.459 sec/batch)
2017-05-11 11:28:06.840043: step 6600, loss = 0.83, accuracy = 0.80 (344.5 examples/sec; 0.372 sec/batch)
2017-05-11 11:28:45.609763: step 6700, loss = 1.08, accuracy = 0.70 (345.9 examples/sec; 0.370 sec/batch)
2017-05-11 11:29:23.820297: step 6800, loss = 0.87, accuracy = 0.78 (322.0 examples/sec; 0.398 sec/batch)
2017-05-11 11:30:04.020024: step 6900, loss = 0.84, accuracy = 0.70 (286.5 examples/sec; 0.447 sec/batch)
2017-05-11 11:30:44.076217: step 7000, loss = 0.85, accuracy = 0.76 (452.3 examples/sec; 0.283 sec/batch)
2017-05-11 11:31:24.060125: step 7100, loss = 0.95, accuracy = 0.72 (447.3 examples/sec; 0.286 sec/batch)
2017-05-11 11:32:04.521604: step 7200, loss = 0.80, accuracy = 0.80 (303.7 examples/sec; 0.421 sec/batch)
2017-05-11 11:32:45.742376: step 7300, loss = 0.75, accuracy = 0.77 (286.3 examples/sec; 0.447 sec/batch)
2017-05-11 11:33:25.156956: step 7400, loss = 0.72, accuracy = 0.77 (332.4 examples/sec; 0.385 sec/batch)
2017-05-11 11:34:05.320041: step 7500, loss = 0.90, accuracy = 0.77 (601.8 examples/sec; 0.213 sec/batch)
2017-05-11 11:34:43.781286: step 7600, loss = 0.75, accuracy = 0.79 (321.4 examples/sec; 0.398 sec/batch)
2017-05-11 11:35:24.124364: step 7700, loss = 0.87, accuracy = 0.71 (275.7 examples/sec; 0.464 sec/batch)
2017-05-11 11:36:02.506542: step 7800, loss = 0.98, accuracy = 0.71 (269.0 examples/sec; 0.476 sec/batch)
2017-05-11 11:36:41.245065: step 7900, loss = 0.92, accuracy = 0.71 (477.4 examples/sec; 0.268 sec/batch)
2017-05-11 11:37:21.032896: step 8000, loss = 0.84, accuracy = 0.73 (332.8 examples/sec; 0.385 sec/batch)
2017-05-11 11:38:01.341792: step 8100, loss = 0.87, accuracy = 0.74 (415.8 examples/sec; 0.308 sec/batch)
2017-05-11 11:38:40.099034: step 8200, loss = 0.81, accuracy = 0.76 (299.4 examples/sec; 0.428 sec/batch)
2017-05-11 11:39:19.988088: step 8300, loss = 0.88, accuracy = 0.77 (367.7 examples/sec; 0.348 sec/batch)
2017-05-11 11:40:00.771421: step 8400, loss = 0.74, accuracy = 0.82 (261.4 examples/sec; 0.490 sec/batch)
2017-05-11 11:40:38.722239: step 8500, loss = 0.78, accuracy = 0.78 (332.9 examples/sec; 0.385 sec/batch)
2017-05-11 11:41:19.592888: step 8600, loss = 0.92, accuracy = 0.73 (323.1 examples/sec; 0.396 sec/batch)
2017-05-11 11:41:57.898250: step 8700, loss = 1.06, accuracy = 0.70 (307.8 examples/sec; 0.416 sec/batch)
2017-05-11 11:42:36.021648: step 8800, loss = 0.82, accuracy = 0.76 (368.8 examples/sec; 0.347 sec/batch)
2017-05-11 11:43:14.738216: step 8900, loss = 0.99, accuracy = 0.69 (277.8 examples/sec; 0.461 sec/batch)
2017-05-11 11:43:53.861958: step 9000, loss = 0.82, accuracy = 0.72 (236.8 examples/sec; 0.541 sec/batch)
2017-05-11 11:44:34.324645: step 9100, loss = 0.66, accuracy = 0.84 (302.7 examples/sec; 0.423 sec/batch)
2017-05-11 11:45:13.608955: step 9200, loss = 0.89, accuracy = 0.73 (365.5 examples/sec; 0.350 sec/batch)
2017-05-11 11:45:52.993267: step 9300, loss = 0.72, accuracy = 0.81 (359.4 examples/sec; 0.356 sec/batch)
2017-05-11 11:46:31.748692: step 9400, loss = 0.84, accuracy = 0.77 (290.5 examples/sec; 0.441 sec/batch)
2017-05-11 11:47:11.050095: step 9500, loss = 0.79, accuracy = 0.81 (477.4 examples/sec; 0.268 sec/batch)
2017-05-11 11:47:50.812162: step 9600, loss = 0.82, accuracy = 0.77 (401.0 examples/sec; 0.319 sec/batch)
2017-05-11 11:48:30.175283: step 9700, loss = 0.91, accuracy = 0.76 (369.4 examples/sec; 0.347 sec/batch)
2017-05-11 11:49:09.050848: step 9800, loss = 0.78, accuracy = 0.81 (722.0 examples/sec; 0.177 sec/batch)
2017-05-11 11:49:49.937193: step 9900, loss = 0.87, accuracy = 0.76 (478.7 examples/sec; 0.267 sec/batch)
2017-05-11 11:50:30.575492: step 10000, loss = 0.83, accuracy = 0.77 (315.0 examples/sec; 0.406 sec/batch)
2017-05-11 11:51:10.675404: step 10100, loss = 0.72, accuracy = 0.80 (328.2 examples/sec; 0.390 sec/batch)
2017-05-11 11:51:50.794044: step 10200, loss = 0.86, accuracy = 0.75 (291.8 examples/sec; 0.439 sec/batch)
2017-05-11 11:52:31.010913: step 10300, loss = 0.86, accuracy = 0.77 (310.7 examples/sec; 0.412 sec/batch)
2017-05-11 11:53:09.966816: step 10400, loss = 0.80, accuracy = 0.76 (357.3 examples/sec; 0.358 sec/batch)
2017-05-11 11:53:49.727125: step 10500, loss = 0.74, accuracy = 0.79 (301.2 examples/sec; 0.425 sec/batch)
2017-05-11 11:54:30.535124: step 10600, loss = 0.92, accuracy = 0.70 (466.0 examples/sec; 0.275 sec/batch)
2017-05-11 11:55:09.590865: step 10700, loss = 0.79, accuracy = 0.79 (308.9 examples/sec; 0.414 sec/batch)
2017-05-11 11:55:48.990434: step 10800, loss = 0.79, accuracy = 0.79 (285.1 examples/sec; 0.449 sec/batch)
2017-05-11 11:56:28.538460: step 10900, loss = 0.83, accuracy = 0.77 (330.6 examples/sec; 0.387 sec/batch)
2017-05-11 11:57:07.326887: step 11000, loss = 0.93, accuracy = 0.71 (307.4 examples/sec; 0.416 sec/batch)
2017-05-11 11:57:46.238649: step 11100, loss = 0.95, accuracy = 0.75 (474.0 examples/sec; 0.270 sec/batch)
2017-05-11 11:58:24.264982: step 11200, loss = 0.71, accuracy = 0.78 (353.3 examples/sec; 0.362 sec/batch)
2017-05-11 11:59:06.094922: step 11300, loss = 0.66, accuracy = 0.81 (287.3 examples/sec; 0.446 sec/batch)
2017-05-11 11:59:46.646158: step 11400, loss = 0.97, accuracy = 0.76 (271.0 examples/sec; 0.472 sec/batch)
2017-05-11 12:00:26.922510: step 11500, loss = 0.87, accuracy = 0.77 (424.8 examples/sec; 0.301 sec/batch)
2017-05-11 12:01:06.732257: step 11600, loss = 0.78, accuracy = 0.82 (315.0 examples/sec; 0.406 sec/batch)
2017-05-11 12:01:45.678289: step 11700, loss = 0.74, accuracy = 0.80 (261.8 examples/sec; 0.489 sec/batch)
2017-05-11 12:02:23.799835: step 11800, loss = 0.77, accuracy = 0.85 (337.4 examples/sec; 0.379 sec/batch)
2017-05-11 12:03:02.979159: step 11900, loss = 0.89, accuracy = 0.77 (243.4 examples/sec; 0.526 sec/batch)
2017-05-11 12:03:42.709895: step 12000, loss = 1.12, accuracy = 0.67 (317.3 examples/sec; 0.403 sec/batch)
2017-05-11 12:04:21.374148: step 12100, loss = 0.88, accuracy = 0.73 (355.6 examples/sec; 0.360 sec/batch)
2017-05-11 12:05:00.435851: step 12200, loss = 0.93, accuracy = 0.72 (381.6 examples/sec; 0.335 sec/batch)
2017-05-11 12:05:40.527680: step 12300, loss = 0.78, accuracy = 0.73 (370.5 examples/sec; 0.346 sec/batch)
2017-05-11 12:06:19.413061: step 12400, loss = 0.91, accuracy = 0.73 (403.7 examples/sec; 0.317 sec/batch)
2017-05-11 12:06:58.890466: step 12500, loss = 0.82, accuracy = 0.78 (368.4 examples/sec; 0.347 sec/batch)
2017-05-11 12:07:38.223710: step 12600, loss = 0.66, accuracy = 0.84 (390.1 examples/sec; 0.328 sec/batch)
2017-05-11 12:08:17.360649: step 12700, loss = 0.87, accuracy = 0.75 (315.5 examples/sec; 0.406 sec/batch)
2017-05-11 12:08:57.889178: step 12800, loss = 0.59, accuracy = 0.85 (571.9 examples/sec; 0.224 sec/batch)
2017-05-11 12:09:36.660983: step 12900, loss = 0.88, accuracy = 0.74 (314.3 examples/sec; 0.407 sec/batch)
2017-05-11 12:10:16.125073: step 13000, loss = 0.76, accuracy = 0.82 (418.4 examples/sec; 0.306 sec/batch)
2017-05-11 12:10:56.043813: step 13100, loss = 0.70, accuracy = 0.84 (276.3 examples/sec; 0.463 sec/batch)
2017-05-11 12:11:34.522350: step 13200, loss = 0.79, accuracy = 0.77 (370.5 examples/sec; 0.345 sec/batch)
2017-05-11 12:12:14.320421: step 13300, loss = 1.01, accuracy = 0.70 (396.9 examples/sec; 0.323 sec/batch)
2017-05-11 12:12:53.575089: step 13400, loss = 0.79, accuracy = 0.77 (293.0 examples/sec; 0.437 sec/batch)
2017-05-11 12:13:33.512805: step 13500, loss = 0.71, accuracy = 0.78 (313.3 examples/sec; 0.409 sec/batch)
2017-05-11 12:14:11.863399: step 13600, loss = 0.73, accuracy = 0.77 (433.1 examples/sec; 0.296 sec/batch)
2017-05-11 12:14:51.357459: step 13700, loss = 0.73, accuracy = 0.78 (237.4 examples/sec; 0.539 sec/batch)
2017-05-11 12:15:30.967904: step 13800, loss = 0.81, accuracy = 0.75 (302.9 examples/sec; 0.423 sec/batch)
2017-05-11 12:16:12.219986: step 13900, loss = 0.69, accuracy = 0.82 (307.5 examples/sec; 0.416 sec/batch)
2017-05-11 12:16:51.574507: step 14000, loss = 0.68, accuracy = 0.84 (306.4 examples/sec; 0.418 sec/batch)
2017-05-11 12:17:31.834038: step 14100, loss = 0.80, accuracy = 0.78 (295.0 examples/sec; 0.434 sec/batch)
2017-05-11 12:18:10.505100: step 14200, loss = 0.89, accuracy = 0.78 (391.9 examples/sec; 0.327 sec/batch)
2017-05-11 12:18:36.073225: step 14300, loss = 0.69, accuracy = 0.82 (995.1 examples/sec; 0.129 sec/batch)
2017-05-11 12:18:47.646297: step 14400, loss = 0.69, accuracy = 0.83 (1017.6 examples/sec; 0.126 sec/batch)
2017-05-11 12:18:59.028096: step 14500, loss = 0.74, accuracy = 0.80 (1194.2 examples/sec; 0.107 sec/batch)
2017-05-11 12:19:10.449426: step 14600, loss = 0.79, accuracy = 0.81 (1043.1 examples/sec; 0.123 sec/batch)
2017-05-11 12:19:22.103187: step 14700, loss = 0.72, accuracy = 0.79 (1003.2 examples/sec; 0.128 sec/batch)
2017-05-11 12:19:33.355814: step 14800, loss = 0.81, accuracy = 0.74 (937.5 examples/sec; 0.137 sec/batch)
2017-05-11 12:19:44.556624: step 14900, loss = 0.80, accuracy = 0.78 (1042.2 examples/sec; 0.123 sec/batch)
2017-05-11 12:19:56.048930: step 15000, loss = 0.76, accuracy = 0.81 (1191.0 examples/sec; 0.107 sec/batch)
2017-05-11 12:20:07.314134: step 15100, loss = 0.78, accuracy = 0.83 (956.3 examples/sec; 0.134 sec/batch)
2017-05-11 12:20:18.577387: step 15200, loss = 0.76, accuracy = 0.80 (1270.9 examples/sec; 0.101 sec/batch)
2017-05-11 12:20:29.876178: step 15300, loss = 0.77, accuracy = 0.77 (967.5 examples/sec; 0.132 sec/batch)
2017-05-11 12:20:41.174713: step 15400, loss = 0.80, accuracy = 0.77 (1224.3 examples/sec; 0.105 sec/batch)
2017-05-11 12:20:52.429000: step 15500, loss = 0.69, accuracy = 0.80 (1120.2 examples/sec; 0.114 sec/batch)
2017-05-11 12:21:03.811204: step 15600, loss = 0.80, accuracy = 0.80 (1201.7 examples/sec; 0.107 sec/batch)
2017-05-11 12:21:15.328600: step 15700, loss = 0.92, accuracy = 0.69 (1021.9 examples/sec; 0.125 sec/batch)
2017-05-11 12:21:26.411793: step 15800, loss = 0.75, accuracy = 0.81 (1216.8 examples/sec; 0.105 sec/batch)
2017-05-11 12:21:38.012285: step 15900, loss = 0.88, accuracy = 0.73 (1068.1 examples/sec; 0.120 sec/batch)
2017-05-11 12:21:49.473941: step 16000, loss = 0.82, accuracy = 0.80 (1165.1 examples/sec; 0.110 sec/batch)
2017-05-11 12:22:00.865887: step 16100, loss = 0.88, accuracy = 0.71 (1155.2 examples/sec; 0.111 sec/batch)
2017-05-11 12:22:12.167908: step 16200, loss = 0.77, accuracy = 0.80 (985.0 examples/sec; 0.130 sec/batch)
2017-05-11 12:22:23.459073: step 16300, loss = 0.82, accuracy = 0.77 (1006.6 examples/sec; 0.127 sec/batch)
2017-05-11 12:22:35.038682: step 16400, loss = 0.69, accuracy = 0.80 (1017.7 examples/sec; 0.126 sec/batch)
2017-05-11 12:22:46.297170: step 16500, loss = 0.86, accuracy = 0.80 (944.9 examples/sec; 0.135 sec/batch)
2017-05-11 12:22:57.598321: step 16600, loss = 0.76, accuracy = 0.79 (1341.3 examples/sec; 0.095 sec/batch)
2017-05-11 12:23:08.987002: step 16700, loss = 0.74, accuracy = 0.82 (1171.7 examples/sec; 0.109 sec/batch)
2017-05-11 12:23:20.227142: step 16800, loss = 0.82, accuracy = 0.78 (1208.4 examples/sec; 0.106 sec/batch)
2017-05-11 12:23:31.615647: step 16900, loss = 0.76, accuracy = 0.80 (1141.5 examples/sec; 0.112 sec/batch)
2017-05-11 12:23:42.937864: step 17000, loss = 0.65, accuracy = 0.84 (1186.4 examples/sec; 0.108 sec/batch)
2017-05-11 12:23:54.427070: step 17100, loss = 0.69, accuracy = 0.84 (1008.1 examples/sec; 0.127 sec/batch)
2017-05-11 12:24:05.884798: step 17200, loss = 0.85, accuracy = 0.80 (1029.6 examples/sec; 0.124 sec/batch)
2017-05-11 12:24:17.141086: step 17300, loss = 0.69, accuracy = 0.83 (984.8 examples/sec; 0.130 sec/batch)
2017-05-11 12:24:28.199064: step 17400, loss = 0.93, accuracy = 0.77 (1013.8 examples/sec; 0.126 sec/batch)
2017-05-11 12:24:39.441459: step 17500, loss = 0.76, accuracy = 0.79 (1230.2 examples/sec; 0.104 sec/batch)
2017-05-11 12:24:50.801162: step 17600, loss = 0.72, accuracy = 0.79 (930.1 examples/sec; 0.138 sec/batch)
2017-05-11 12:25:02.277937: step 17700, loss = 0.91, accuracy = 0.72 (1022.9 examples/sec; 0.125 sec/batch)
2017-05-11 12:25:13.541806: step 17800, loss = 0.74, accuracy = 0.79 (1055.1 examples/sec; 0.121 sec/batch)
2017-05-11 12:25:24.931006: step 17900, loss = 0.81, accuracy = 0.80 (1276.3 examples/sec; 0.100 sec/batch)
2017-05-11 12:25:36.271163: step 18000, loss = 0.77, accuracy = 0.77 (999.7 examples/sec; 0.128 sec/batch)
2017-05-11 12:25:47.578843: step 18100, loss = 0.69, accuracy = 0.84 (1195.7 examples/sec; 0.107 sec/batch)
2017-05-11 12:25:58.728558: step 18200, loss = 0.64, accuracy = 0.84 (1299.4 examples/sec; 0.099 sec/batch)
2017-05-11 12:26:10.132818: step 18300, loss = 0.80, accuracy = 0.80 (1340.0 examples/sec; 0.096 sec/batch)
2017-05-11 12:26:21.422972: step 18400, loss = 0.87, accuracy = 0.77 (1051.6 examples/sec; 0.122 sec/batch)
2017-05-11 12:26:33.032731: step 18500, loss = 0.75, accuracy = 0.82 (996.5 examples/sec; 0.128 sec/batch)
2017-05-11 12:26:44.268934: step 18600, loss = 0.82, accuracy = 0.77 (1037.4 examples/sec; 0.123 sec/batch)
2017-05-11 12:26:55.637594: step 18700, loss = 0.75, accuracy = 0.84 (1142.9 examples/sec; 0.112 sec/batch)
2017-05-11 12:27:06.855131: step 18800, loss = 0.72, accuracy = 0.83 (1164.7 examples/sec; 0.110 sec/batch)
2017-05-11 12:27:18.128297: step 18900, loss = 0.77, accuracy = 0.79 (1016.0 examples/sec; 0.126 sec/batch)
2017-05-11 12:27:29.501915: step 19000, loss = 0.74, accuracy = 0.80 (1088.6 examples/sec; 0.118 sec/batch)
2017-05-11 12:27:40.773062: step 19100, loss = 0.88, accuracy = 0.73 (1054.8 examples/sec; 0.121 sec/batch)
2017-05-11 12:27:51.988991: step 19200, loss = 0.70, accuracy = 0.81 (1203.0 examples/sec; 0.106 sec/batch)
2017-05-11 12:28:03.314432: step 19300, loss = 0.84, accuracy = 0.79 (1122.7 examples/sec; 0.114 sec/batch)
2017-05-11 12:28:14.592747: step 19400, loss = 0.70, accuracy = 0.83 (1165.0 examples/sec; 0.110 sec/batch)
2017-05-11 12:28:25.990811: step 19500, loss = 0.81, accuracy = 0.78 (1138.4 examples/sec; 0.112 sec/batch)
2017-05-11 12:28:37.484249: step 19600, loss = 0.81, accuracy = 0.80 (1095.2 examples/sec; 0.117 sec/batch)
2017-05-11 12:28:48.945117: step 19700, loss = 0.69, accuracy = 0.84 (1064.3 examples/sec; 0.120 sec/batch)
2017-05-11 12:29:00.357933: step 19800, loss = 0.58, accuracy = 0.85 (1004.0 examples/sec; 0.127 sec/batch)
2017-05-11 12:29:11.571382: step 19900, loss = 0.83, accuracy = 0.82 (1074.7 examples/sec; 0.119 sec/batch)
2017-05-11 12:29:22.881133: step 20000, loss = 0.60, accuracy = 0.86 (1086.7 examples/sec; 0.118 sec/batch)
2017-05-11 12:29:34.226937: step 20100, loss = 0.67, accuracy = 0.83 (1091.5 examples/sec; 0.117 sec/batch)
2017-05-11 12:29:45.501733: step 20200, loss = 0.72, accuracy = 0.81 (987.1 examples/sec; 0.130 sec/batch)
2017-05-11 12:29:57.040044: step 20300, loss = 0.68, accuracy = 0.86 (1084.3 examples/sec; 0.118 sec/batch)
2017-05-11 12:30:08.316223: step 20400, loss = 0.67, accuracy = 0.88 (1101.5 examples/sec; 0.116 sec/batch)
2017-05-11 12:30:19.635887: step 20500, loss = 0.72, accuracy = 0.83 (1088.1 examples/sec; 0.118 sec/batch)
2017-05-11 12:30:30.887554: step 20600, loss = 0.82, accuracy = 0.83 (1096.0 examples/sec; 0.117 sec/batch)
2017-05-11 12:30:42.358315: step 20700, loss = 0.73, accuracy = 0.84 (1273.1 examples/sec; 0.101 sec/batch)
2017-05-11 12:30:53.681954: step 20800, loss = 0.66, accuracy = 0.84 (1252.2 examples/sec; 0.102 sec/batch)
2017-05-11 12:31:05.059672: step 20900, loss = 0.78, accuracy = 0.77 (1288.6 examples/sec; 0.099 sec/batch)
2017-05-11 12:31:16.278961: step 21000, loss = 0.64, accuracy = 0.84 (1118.1 examples/sec; 0.114 sec/batch)
2017-05-11 12:31:27.797452: step 21100, loss = 0.80, accuracy = 0.79 (916.5 examples/sec; 0.140 sec/batch)
2017-05-11 12:31:39.030262: step 21200, loss = 0.78, accuracy = 0.79 (968.0 examples/sec; 0.132 sec/batch)
2017-05-11 12:31:50.334590: step 21300, loss = 0.80, accuracy = 0.80 (976.7 examples/sec; 0.131 sec/batch)
2017-05-11 12:32:01.757587: step 21400, loss = 0.70, accuracy = 0.77 (972.9 examples/sec; 0.132 sec/batch)
2017-05-11 12:32:12.992238: step 21500, loss = 0.73, accuracy = 0.80 (1234.0 examples/sec; 0.104 sec/batch)
2017-05-11 12:32:24.629097: step 21600, loss = 0.64, accuracy = 0.84 (1019.0 examples/sec; 0.126 sec/batch)
2017-05-11 12:32:35.919400: step 21700, loss = 0.77, accuracy = 0.78 (1187.9 examples/sec; 0.108 sec/batch)
2017-05-11 12:32:47.277579: step 21800, loss = 0.69, accuracy = 0.84 (1132.2 examples/sec; 0.113 sec/batch)
2017-05-11 12:32:58.645276: step 21900, loss = 0.75, accuracy = 0.81 (975.5 examples/sec; 0.131 sec/batch)
2017-05-11 12:33:09.932900: step 22000, loss = 0.65, accuracy = 0.84 (1222.3 examples/sec; 0.105 sec/batch)
2017-05-11 12:33:21.401825: step 22100, loss = 0.59, accuracy = 0.88 (1066.0 examples/sec; 0.120 sec/batch)
2017-05-11 12:33:32.815386: step 22200, loss = 0.85, accuracy = 0.75 (1045.1 examples/sec; 0.122 sec/batch)
